ix,polling_mean,polling_75,polling_median,polling_min,polling_25,party,polling_max,Bernie_Sanders,polling_avg_size,Donald_Trump,is_running_Ben_Carson,allCandRunning,Ben_Carson,twitter_25,twitter_75,Hillary_Clinton,twitter_mean,twitter_min,twitter_median,AFN120207,AGE135214,AGE295214,AGE775214,BPS030214,BZA010213,BZA110213,fraction_votes,votes,primary_date
12002,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,37231,6.4,24.8,15.2,117,806,8945,0.51,6354,3/1/16
12003,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,12466,7.1,25,14.7,7,277,2818,0.437,943,3/1/16
12004,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1827,8.2,29.1,12.7,13,207,3383,0.595,728,3/1/16
12005,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,3162,5.8,21.3,25.1,0,112,909,0.429,355,3/1/16
12006,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,131874,6.6,24.3,13.6,62,2397,32194,0.512,12593,3/1/16
12007,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,24703,6.3,24,11.5,82,699,10266,0.563,3391,3/1/16
12008,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,43247,7.3,24.5,12.4,36,567,7685,0.445,996,3/1/16
12009,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,9535,9.9,35.1,9.3,15,391,3803,0.522,1274,3/1/16
12010,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,16104,5.9,23.4,18,236,386,3613,0.442,1705,3/1/16
12011,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,126593,6.4,27,11.9,1096,2614,36269,0.488,12546,3/1/16
12012,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,97589,5.1,19.4,26.8,91,1383,15135,0.392,4846,3/1/16
12013,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,39907,7.6,27.8,16,13,622,6964,0.46,1027,3/1/16
12014,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,6240,5.4,22.3,19.1,0,255,2276,0.41,1079,3/1/16
12015,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,29785,5.5,23.9,15.5,49,687,6548,0.475,3632,3/1/16
12016,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,14944,9.3,30.6,9.9,155,408,5388,0.465,1349,3/1/16
12017,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,24961,6.2,24.2,17.6,27,604,8114,0.525,3201,3/1/16
12018,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,19778,7.4,26.9,13.5,15,517,7038,0.504,2073,3/1/16
12019,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,48530,9,31.9,11.4,99,771,11360,0.39,171,3/1/16
12020,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,2366,9,30.4,14,0,177,1088,0.481,496,3/1/16
12021,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,5.5,26.7,16.7,0,46,406,0.414,163,3/1/16
12022,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1380442,6.5,27.2,9.7,10635,19906,336461,0.396,46094,3/1/16
12023,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,5.8,20.1,23,0,16,74,0.359,42,3/1/16
12024,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,7874724,7.7,27.1,9.2,40060,95376,1971437,0.453,147721,3/1/16
12025,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,6.4,22.2,18.3,0,58,616,0.552,228,3/1/16
12026,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,3600,9,30,15.8,0,95,1369,0.476,20,3/1/16
12027,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,44899,6.6,24.2,18.2,5,627,6702,0.455,2813,3/1/16
12028,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,52556,6.5,24.2,17.4,25,890,13373,0.474,4143,3/1/16
12029,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,326019,8.3,27.6,11.6,853,3630,60849,0.476,5400,3/1/16
12030,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,6.2,26.7,14.4,6,95,872,0.498,515,3/1/16
12031,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,9946,7.9,26.9,14.6,3,235,2423,0.484,879,3/1/16
12032,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,9783,5.3,19.4,20.6,1,258,2384,0.475,2032,3/1/16
12033,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,38800,7.1,25.5,15.8,222,730,7902,0.485,2109,3/1/16
12034,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,61900,5.2,20.6,24.1,121,1211,12439,0.419,5948,3/1/16
12035,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,9427,4,19.2,22.4,35,260,1793,0.458,1379,3/1/16
12036,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,3659,4.1,20.1,27.4,4,134,828,0.527,677,3/1/16
12037,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,9712,7.8,25.5,16.1,0,139,1268,0.388,379,3/1/16
12038,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,48803,4.6,18.6,26.6,169,507,4091,0.311,1654,3/1/16
12039,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,28157,5.7,24.2,13.3,98,549,6080,0.431,1993,3/1/16
12040,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,375262,7.1,24.8,13.4,1468,5022,96751,0.46,14285,3/1/16
12041,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,2572,4.9,21.6,20.3,5,124,862,0.488,1425,3/1/16
12042,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,2080,4.9,22.4,25.2,0,109,876,0.449,633,3/1/16
12043,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,42548,6,21.9,12.3,33,697,9370,0.48,1822,3/1/16
12044,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,7.3,25.7,15.3,3,625,7124,0.488,2210,3/1/16
12045,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,235341,6,23.6,10,2305,3545,44874,0.408,8254,3/1/16
12046,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1831,5.6,25.2,17.1,3,116,679,0.554,854,3/1/16
12047,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,18337,6.4,24.2,16.9,14,487,7664,0.517,2756,3/1/16
12048,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,3763516,7.3,27.1,10.2,8985,38782,729252,0.416,88867,3/1/16
12049,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1845,5.4,23.6,23.6,0,74,522,0.52,270,3/1/16
12050,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,12843,5.9,22.7,19.2,8,328,3199,0.517,1711,3/1/16
12051,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1381,6,20.4,25.3,0,129,1165,0.451,916,3/1/16
12052,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,32151,7.3,27.9,13.9,69,713,10392,0.52,2333,3/1/16
12053,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1905,5.7,23.5,18.5,0,129,1445,0.484,560,3/1/16
12054,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,583644,6.8,27.1,10.9,4706,8908,137138,0.355,23880,3/1/16
12055,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,3829048,7.2,26.2,11.3,6959,33910,676165,0.408,54115,3/1/16
12056,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,6963,8.3,28.3,16.3,7,245,2536,0.443,1121,3/1/16
12057,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,7.6,20.6,17.6,0,0,0,0.374,43,3/1/16
12058,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,4105,5.8,20.8,22.8,0,147,804,0.492,707,3/1/16
12059,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,166546,6.5,23.8,15.5,95,2192,31596,0.43,7057,3/1/16
12060,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,33372,5.6,20.5,19.9,469,712,8333,0.424,3272,3/1/16
12061,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,73827,4.2,15.6,11.4,222,946,11331,0.455,3892,3/1/16
12062,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,4078,8.7,31.6,12.5,6,172,1710,0.421,526,3/1/16
12063,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,85256,6.7,24.7,15.1,428,1361,19530,0.486,7478,3/1/16
12064,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,93663,6.9,27.6,11.8,219,1703,21734,0.457,8027,3/1/16
12065,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1031298,8.1,28.3,11.3,3043,13814,221264,0.38,10919,3/1/16
12066,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,7.1,26.8,18.9,5,98,640,0.497,353,3/1/16
12067,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,3662,5.2,17.3,28.5,0,78,541,0.393,562,3/1/16
12068,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,10313,7.5,25.1,16.8,1,52,570,0.45,36,3/1/16
12069,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,32941,5.6,23.5,19.8,89,836,7950,0.507,5954,3/1/16
12070,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,401438,8.7,27.7,9.9,1989,4876,85507,0.445,13994,3/1/16
12071,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,55362,6,20.8,13.7,85,915,11608,0.468,3286,3/1/16
12072,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,63108,5.5,22,20.8,68,1274,12921,0.462,7027,3/1/16
12073,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,17694,5.5,21.4,21.1,0,472,5395,0.575,2221,3/1/16
12074,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,64027,6.6,24.9,14.9,79,1322,20657,0.481,4995,3/1/16
12075,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,7.3,25.5,15.3,0,13,107,0.421,8,3/1/16
12076,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,590991,6.4,24.7,12.8,3006,5378,81745,0.444,17483,3/1/16
12077,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,6468,6,21.7,16.3,5,227,2284,0.495,943,3/1/16
12078,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,45912,6.7,25.9,15.8,19,982,11541,0.477,3229,3/1/16
12079,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,8295,7.5,25.6,15.1,0,126,1337,0.473,88,3/1/16
12080,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,8814,6.3,22.9,21,1,235,4183,0.451,695,3/1/16
12081,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,29742,6.5,23.2,15.1,3,834,12017,0.505,4884,3/1/16
12082,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,25405,6.3,19.6,19.4,11,270,2436,0.386,471,3/1/16
12083,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,5336,6.7,20.7,13.2,24,125,1856,0.419,126,3/1/16
12084,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,6490,5.9,24.2,20.3,1,168,5741,0.458,1155,3/1/16
12085,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,5.4,21.6,20.6,0,6,0,0.529,164,3/1/16
12086,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,8.2,28.5,13.8,1,86,1127,0.444,290,3/1/16
12087,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,9184,8.9,31.5,10.3,7,374,4176,0.517,928,3/1/16
12088,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1406,7.5,26.1,20.7,0,98,707,0.487,347,3/1/16
12089,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,5.1,19.7,26.9,0,66,241,0.474,405,3/1/16
12090,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,31977,5,20.9,23.8,6,734,6827,0.456,2851,3/1/16
12091,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,4.2,24.7,18.6,0,14,0,0.503,196,3/1/16
12092,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,46050,8.1,28.2,14.1,26,940,16131,0.411,868,3/1/16
12093,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,13114,5.7,21.5,14.7,4,224,2826,0.493,1047,3/1/16
12094,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,9333,6.9,26.4,17.2,0,200,1764,0.472,781,3/1/16
12095,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,8635,5.8,21.2,14.5,78,303,3634,0.534,647,3/1/16
12096,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,2919,4,28.1,13.9,0,38,505,0.549,317,3/1/16
12097,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,31404,6.7,27.7,10.8,377,544,10370,0.534,3758,3/1/16
12098,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,12524,5.6,22,16,15,405,6010,0.498,2207,3/1/16
12099,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,16052,6.7,23.6,16.9,2,297,3632,0.389,923,3/1/16
12100,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,7439,7,24.4,11.6,11,314,5060,0.535,198,3/1/16
12101,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,21100,7.3,26.4,14.7,0,483,6409,0.474,2418,3/1/16
12102,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,36459,6.9,25.6,16.1,6,777,11106,0.534,4562,3/1/16
12103,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,21053,6.6,25.2,16,81,430,8029,0.445,1567,3/1/16
12104,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,6.1,23.1,22.9,3,263,2417,0.477,1387,3/1/16
12105,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,7639,5.4,22.2,20.1,5,207,1414,0.497,1689,3/1/16
12106,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,7053,1.9,12,29.9,0,56,382,0.444,230,3/1/16
12107,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,14912,7.2,26.4,16.1,15,523,7005,0.514,2436,3/1/16
12108,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,6.8,23.6,14.5,629,2738,39341,0.433,7231,3/1/16
12109,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,6,25.9,14.4,0,23,236,0.502,202,3/1/16
12110,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,914,6.2,18.9,20.9,0,42,250,0.457,267,3/1/16
12111,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,110365,5.7,24.4,14.8,382,2379,26889,0.481,12883,3/1/16
12112,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,4002,6.8,25.4,18.1,0,148,1043,0.486,442,3/1/16
12113,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,3968,5.5,22.4,20,2,196,1014,0.49,2333,3/1/16
12114,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,12548,9.3,32,8.7,20,208,1653,0.467,390,3/1/16
12115,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,4.8,17.6,30.1,0,39,0,0.377,226,3/1/16
12116,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,340272,6.2,20.5,8.3,1786,3991,57295,0.472,12049,3/1/16
12117,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,1023,8.4,30,11.3,1,92,1186,0.453,468,3/1/16
12118,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,5.6,20.2,26,0,37,182,0.397,223,3/1/16
12119,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,8259,8.3,30.4,14.3,5,234,5806,0.55,55,3/1/16
12120,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,3667,5.3,20,13.8,5,143,1601,0.51,625,3/1/16
12121,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,254849,6.6,22.8,13.8,143,3150,45010,0.445,7008,3/1/16
12122,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,184420,5.7,23.1,17.4,2075,3093,40920,0.452,13004,3/1/16
12123,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,8862,8,28,14.1,19,299,3748,0.514,742,3/1/16
12124,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,246182,7.3,24.6,13.9,278,3379,53910,0.457,10160,3/1/16
12125,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,15197,6.7,24.4,18.5,9,278,2740,0.534,1397,3/1/16
12126,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,16810,6.6,25.8,16.9,0,339,4277,0.444,1361,3/1/16
12127,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,59273,6.5,25.1,14.4,46,1269,18868,0.497,5513,3/1/16
12128,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,13118,6.7,22.3,23.4,0,362,4251,0.501,1921,3/1/16
12129,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,310,3.7,19.9,28.4,0,27,130,0.525,239,3/1/16
12130,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,5331,5.4,21.8,23.9,3,298,2525,0.507,2132,3/1/16
12131,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,246699,7.6,25.8,14.2,266,4097,67669,0.457,8363,3/1/16
12132,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,4601,4.8,17.8,14.4,1,279,2571,0.485,1638,3/1/16
12133,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,112556,7,26.1,15,76,1869,30445,0.507,6875,3/1/16
12134,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,4.1,20.5,22.9,0,36,424,0.422,172,3/1/16
12135,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,49890,5.6,22.9,19.3,31,925,12964,0.48,4197,3/1/16
12136,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,25513,5.9,21.3,11.4,11,474,5505,0.5,1509,3/1/16
12137,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,5753,4.5,18.4,23.6,2,154,1357,0.418,714,3/1/16
12138,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,45375,7.3,24.8,9,146,708,9983,0.43,3327,3/1/16
12139,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,4671,8.1,30.4,10.9,0,170,1540,0.385,474,3/1/16
12140,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,503079,8.7,31.6,12.4,1417,6306,99190,0.352,4451,3/1/16
12141,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,647,6.1,23.4,21.4,0,34,223,0.49,380,3/1/16
12142,35.43384615,38,35.4,29,33,1,42,0,555.4615385,0,1,7,0,0,0.3983,0,0.14074,-0.5267,0,0,6.8,24.2,11.8,2128,6918,107329,0.451,19163,3/1/16
12143,28.31111111,0,0,0,25,1,31,0,0,0,1,7,1,-0.0369,0.09545,0,-0.05461,-0.4404,0,137013,4.7,20.3,22.5,380,2427,71200,0.019,1,3/1/16
12144,28.31111111,0,32,15,65,1,65,0,518.5,0,1,7,1,0,0.2153,0,0.14075,0,0,189961,5,22.2,19.4,132,1862,17817,0.025,45,3/1/16
12145,28.31111111,12.1,0,0,49.5,1,60,0,0,0,1,7,1,-0.4767,0.085,0,-0.012233333,-0.7579,0,233139,5.7,23.6,16.7,92,2280,30169,0.023,12,3/1/16
12146,28.31111111,46,45,45,47,1,53.9,0,518.5,0,1,7,1,-0.29615,0.381,0,0.077766667,-0.5574,0.206,28951,7.3,25.7,16.3,261,411,8181,0.024,2,3/1/16
